Run,Experiment,TimeTrack_Size,Dataset2_3_Size,Dataset,Model,Samples,Train Time (s),Memory Used (MB),Max CPU (%),Avg CPU (%),MAE,MSE,MAPE
2,Size_9600_1440,9600,1440,Dataset3,RNN,1440,2.5509,6.7,24.06,16.73,0.06482266920837104,0.007427572797177661,23.517136771506824
2,Size_9600_1440,9600,1440,Dataset3,CNN,1440,2.1258,8.34,14.96,12.47,0.06550380679821134,0.007033941685506778,25.289927662421086
2,Size_9600_1440,9600,1440,Dataset3,Transformer,1440,3.7553,21.67,25.74,18.61,0.128095034140783,0.024302427160911157,61.55975749686334
2,Size_19200_2880,19200,2880,TimeTrack,LSTM,19200,13.5609,37.09,20.76,17.31,0.006780875649925394,0.00016144788240035255,3.3644462188251962
2,Size_19200_2880,19200,2880,TimeTrack,GRU,19200,17.6015,38.73,21.58,17.73,0.007106547995855854,0.00017026945273143952,3.5197088643421326
2,Size_19200_2880,19200,2880,TimeTrack,RNN,19200,8.7712,169.36,24.93,19.62,0.007281748049987794,0.00017201755844069598,3.6384711445921023
2,Size_19200_2880,19200,2880,TimeTrack,CNN,19200,4.4102,53.89,17.43,14.16,0.006950248241308078,0.00016654550946836627,3.449664524938768
2,Size_19200_2880,19200,2880,TimeTrack,Transformer,19200,12.1324,12.11,26.57,20.91,0.009384722157639172,0.00025818721363460995,4.635235997738203
2,Size_19200_2880,19200,2880,Dataset2,LSTM,2880,5.1359,5.13,20.77,15.67,0.023810134282840408,0.0014301053175464786,27.36273870436335
2,Size_19200_2880,19200,2880,Dataset2,GRU,2880,6.4322,19.54,24.06,16.64,0.021845260419049866,0.0014057477763892209,25.09135201274321
2,Size_19200_2880,19200,2880,Dataset2,RNN,2880,2.3991,1.72,23.26,16.95,0.015647046806384103,0.0009891280013790574,17.65284752742014
2,Size_19200_2880,19200,2880,Dataset2,CNN,2880,2.0942,7.99,16.58,12.9,0.014995272406908214,0.0010285215746237192,16.42694316461785
2,Size_19200_2880,19200,2880,Dataset2,Transformer,2880,1.9441,19.04,24.08,15.76,0.02611789857688747,0.002024513421087899,29.703783777719917
2,Size_19200_2880,19200,2880,Dataset3,LSTM,2880,9.0456,32.06,22.4,16.88,0.06588570596603346,0.00824776930046795,20.668635373995013
2,Size_19200_2880,19200,2880,Dataset3,GRU,2880,11.8017,33.43,357.15,20.17,0.06554881895581288,0.008271925221286931,20.31720689953538
2,Size_19200_2880,19200,2880,Dataset3,RNN,2880,2.328,12.07,24.93,16.37,0.06283365680174938,0.007948121901808622,18.68714671501802
2,Size_19200_2880,19200,2880,Dataset3,CNN,2880,2.7353,5.63,16.59,13.4,0.06192305062207064,0.0072824837298319685,19.95182195072779
2,Size_19200_2880,19200,2880,Dataset3,Transformer,2880,2.5026,25.18,25.75,17.55,0.12325406128830281,0.022187744019094843,44.879044625088326
2,Size_38400_5760,38400,5760,TimeTrack,LSTM,38400,80.2439,30.57,25.67,18.09,0.010583176793908373,0.0010450588155948913,4.570355282694536
2,Size_38400_5760,38400,5760,TimeTrack,GRU,38400,62.1139,43.76,26.54,18.44,0.011144779524170756,0.0010834728043434558,4.699379191556888
2,Size_38400_5760,38400,5760,TimeTrack,RNN,38400,21.0419,4.02,24.88,20.43,0.011830772830953585,0.0011439446784861512,4.960889038975312
2,Size_38400_5760,38400,5760,TimeTrack,CNN,38400,20.8594,12.0,17.41,14.81,0.010671572955544802,0.0011205468564785305,4.489276467827687
2,Size_38400_5760,38400,5760,TimeTrack,Transformer,38400,11.3562,18.48,26.58,21.68,0.022613316622453347,0.005906109232154681,7.273100899815092
2,Size_38400_5760,38400,5760,Dataset2,LSTM,5760,7.3531,19.9,21.59,16.93,0.05493523976635396,0.004483206270345807,22.509467672285908
2,Size_38400_5760,38400,5760,Dataset2,GRU,5760,6.8945,34.62,23.22,17.52,0.036503005177524785,0.00205322897671343,17.86997836630711
2,Size_38400_5760,38400,5760,Dataset2,RNN,5760,5.095,13.77,21.62,16.84,0.04782932630197469,0.0034816310672929956,20.5640023975962
2,Size_38400_5760,38400,5760,Dataset2,CNN,5760,3.2009,8.1,16.62,13.55,0.03405469517398412,0.0019398942674273155,16.07505161665542
2,Size_38400_5760,38400,5760,Dataset2,Transformer,5760,2.4091,22.22,28.22,17.75,0.13760294544730203,0.02796641048548121,51.52587050856165
2,Size_38400_5760,38400,5760,Dataset3,LSTM,5760,9.6764,29.6,22.42,17.25,0.06312874272422549,0.007762083265902827,22.851303226443402
2,Size_38400_5760,38400,5760,Dataset3,GRU,5760,9.4596,34.73,23.24,17.53,0.05990702599251712,0.007764755663561819,19.36716081267547
2,Size_38400_5760,38400,5760,Dataset3,RNN,5760,2.2196,13.55,22.43,15.41,0.06131063654424652,0.0075780148260500045,20.335731340944122
2,Size_38400_5760,38400,5760,Dataset3,CNN,5760,2.6543,8.75,16.61,13.21,0.05960463921974039,0.007301290833238405,21.48054739168138
2,Size_38400_5760,38400,5760,Dataset3,Transformer,5760,2.6864,23.04,312.37,30.81,0.124518836122692,0.023689216775688072,48.18486052023586
3,Size_300_45,300,45,TimeTrack,LSTM,300,1.7455,33.54,16.61,10.86,0.004816015853821375,3.9351504266479156e-05,2.5580564978684426
3,Size_300_45,300,45,TimeTrack,GRU,300,1.8978,39.72,19.1,11.26,0.005935907055760765,5.328083751633834e-05,3.187542179786533
3,Size_300_45,300,45,TimeTrack,RNN,300,0.8706,12.12,17.44,10.19,0.005584204939696459,5.4577601395612274e-05,2.942782846060461
3,Size_300_45,300,45,TimeTrack,CNN,300,0.492,7.74,11.53,7.72,0.0057565230931171385,5.894277145985449e-05,3.0013598656004907
3,Size_300_45,300,45,TimeTrack,Transformer,300,1.8966,27.31,19.1,12.88,0.010703041143369082,0.00015325494444987854,5.606059788924275
3,Size_300_45,300,45,Dataset2,LSTM,45,1.3837,37.14,14.93,8.8,0.020165278790558145,0.0005611661631493701,23.701474513488183
3,Size_300_45,300,45,Dataset2,GRU,45,1.3736,34.87,14.12,8.6,0.019126661469135022,0.0005464385148345171,22.05657278790062
3,Size_300_45,300,45,Dataset2,RNN,45,0.708,15.6,11.55,7.99,0.028403610814661973,0.0011175143500616858,35.48987202603591
3,Size_300_45,300,45,Dataset2,CNN,45,0.527,7.87,9.97,7.7,0.01752124867938152,0.0006591487325662339,18.637291456915243
3,Size_300_45,300,45,Dataset2,Transformer,45,1.368,10.23,13.22,9.31,0.035946115514454965,0.0018221833851069535,41.44884620444906
3,Size_300_45,300,45,Dataset3,LSTM,45,1.7479,2.61,14.12,9.05,0.0915548755447442,0.009898554111841842,20.664017400961434
3,Size_300_45,300,45,Dataset3,GRU,45,1.6394,6.89,15.78,9.23,0.08580138393871306,0.009071592126359251,19.098802284942096
3,Size_300_45,300,45,Dataset3,RNN,45,0.7638,4.41,375.22,54.76,0.14035674122562986,0.02523017763937884,32.56649512196023
3,Size_300_45,300,45,Dataset3,CNN,45,0.7559,1.59,10.79,8.25,0.09124264087056295,0.009994893473569477,20.848002265434292
3,Size_300_45,300,45,Dataset3,Transformer,45,1.3666,16.56,12.47,9.34,0.4283435537160339,0.19058639929007457,89.3674793692818
3,Size_600_90,600,90,TimeTrack,LSTM,600,2.1725,27.81,20.76,12.39,0.008465338999653354,0.00028362385325595145,4.126120590882111
3,Size_600_90,600,90,TimeTrack,GRU,600,2.1859,27.99,18.28,11.91,0.007758803726801003,0.0002537895903135884,3.8011241668267215
3,Size_600_90,600,90,TimeTrack,RNN,600,2.1528,14.29,19.12,14.58,0.007370820997452092,0.00026197524188058757,3.554440715906488
3,Size_600_90,600,90,TimeTrack,CNN,600,1.5206,7.07,14.12,11.54,0.008328883778074966,0.00025747030643659614,4.122416885799446
3,Size_600_90,600,90,TimeTrack,Transformer,600,2.3856,26.98,20.77,15.11,0.007919033096051648,0.000294774628549288,3.80462760543891
3,Size_600_90,600,90,Dataset2,LSTM,90,1.2441,21.66,16.6,8.77,0.015071325526044673,0.0006560772783059025,15.8292099015648
3,Size_600_90,600,90,Dataset2,GRU,90,1.3326,36.38,16.61,9.31,0.014114359742207715,0.0004101039528740458,16.636360636046625
3,Size_600_90,600,90,Dataset2,RNN,90,1.1891,6.95,14.08,10.29,0.010571057543233467,0.000218043938430133,13.235962452564761
3,Size_600_90,600,90,Dataset2,CNN,90,0.4721,9.0,10.75,7.44,0.014489053561203937,0.0004233797086014155,17.206174337882175
3,Size_600_90,600,90,Dataset2,Transformer,90,1.4817,25.69,14.12,10.52,0.010221380656893117,0.00044010098330253913,10.10848177457889
3,Size_600_90,600,90,Dataset3,LSTM,90,1.3349,41.87,16.61,9.19,0.07598438650347504,0.009858187767138293,27.356246749489777
3,Size_600_90,600,90,Dataset3,GRU,90,1.3036,43.62,17.44,8.97,0.07342943545928049,0.00939923385365758,26.411918717788254
3,Size_600_90,600,90,Dataset3,RNN,90,0.6727,15.35,10.79,7.76,0.09973777478723385,0.016841099659849968,33.99438293159735
3,Size_600_90,600,90,Dataset3,CNN,90,0.5503,7.24,297.54,57.53,0.0918556384367517,0.012096243802049246,36.93931744826588
3,Size_600_90,600,90,Dataset3,Transformer,90,1.449,25.16,14.95,10.49,0.18310303838223235,0.04243073817389294,61.26350028525345
3,Size_1200_180,1200,180,TimeTrack,LSTM,1200,3.7497,35.49,22.43,14.95,0.004710696775435994,3.683428476819914e-05,2.5690142707596566
3,Size_1200_180,1200,180,TimeTrack,GRU,1200,3.0337,40.51,25.61,14.68,0.004894789760285538,3.90136977741866e-05,2.671454028812412
3,Size_1200_180,1200,180,TimeTrack,RNN,1200,1.541,6.55,21.6,14.9,0.005179180005121767,4.532716624710844e-05,2.8315913855425485
3,Size_1200_180,1200,180,TimeTrack,CNN,1200,1.3378,8.73,15.71,11.87,0.004935422877008258,3.9970640191209505e-05,2.687088816001052
3,Size_1200_180,1200,180,TimeTrack,Transformer,1200,2.4713,23.98,25.7,15.8,0.004932468631106886,4.1005386109510397e-05,2.7035885062704885
3,Size_1200_180,1200,180,Dataset2,LSTM,180,1.3671,34.41,15.68,8.9,0.029713976902557806,0.0010949380307181391,35.446903445581476
3,Size_1200_180,1200,180,Dataset2,GRU,180,1.4364,38.07,16.61,9.41,0.023503369205938016,0.0009152503586501723,24.811690257136128
3,Size_1200_180,1200,180,Dataset2,RNN,180,0.8571,12.85,14.11,9.17,0.024907302277998384,0.0010992297584471917,25.83896090479553
3,Size_1200_180,1200,180,Dataset2,CNN,180,0.5683,7.37,10.8,7.99,0.020208059667268456,0.000740056739372004,21.089606290466055
3,Size_1200_180,1200,180,Dataset2,Transformer,180,1.6134,25.21,16.55,11.41,0.020816153024178777,0.0009838442610381603,18.786386323502928
3,Size_1200_180,1200,180,Dataset3,LSTM,180,1.3431,35.39,15.74,9.37,0.19257283174607062,0.04185622248977815,31.50810571543545
3,Size_1200_180,1200,180,Dataset3,GRU,180,1.4554,37.32,18.26,9.68,0.17817300346635098,0.03575806117354983,29.086731381824045
3,Size_1200_180,1200,180,Dataset3,RNN,180,1.5008,17.72,15.78,11.3,0.08575597944064818,0.010098867081484759,13.770699727603288
3,Size_1200_180,1200,180,Dataset3,CNN,180,0.5043,8.38,10.7,7.42,0.13393939969813148,0.02411248871918274,21.737211226970462
3,Size_1200_180,1200,180,Dataset3,Transformer,180,1.5212,24.68,17.43,11.83,0.4436411380659245,0.20066752793981862,73.7240108154034
3,Size_2400_360,2400,360,TimeTrack,LSTM,2400,3.6734,37.79,24.89,15.32,0.018620849432326853,0.0009188043211873428,8.066973342707541
3,Size_2400_360,2400,360,TimeTrack,GRU,2400,2.8049,39.43,23.25,14.15,0.018187288099429384,0.0009425491720096494,7.772896021723552
3,Size_2400_360,2400,360,TimeTrack,RNN,2400,3.1294,13.29,25.73,17.15,0.017166986518485146,0.000802258239531341,7.615148908520454
3,Size_2400_360,2400,360,TimeTrack,CNN,2400,4.3157,303.96,15.72,11.81,0.01917425104731581,0.0008214969941365705,8.693497753736915
3,Size_2400_360,2400,360,TimeTrack,Transformer,2400,3.339,9.71,24.11,17.41,0.020915841275329514,0.0012912558587025622,8.718128541848362
3,Size_2400_360,2400,360,Dataset2,LSTM,360,1.9583,5.71,18.26,11.58,0.02429666093247019,0.0007063240542508888,30.842713209716404
3,Size_2400_360,2400,360,Dataset2,GRU,360,1.5262,4.78,18.98,10.89,0.025916373089379042,0.000759736017628695,33.68373963062074
3,Size_2400_360,2400,360,Dataset2,RNN,360,1.2059,2.52,16.61,11.24,0.017185351130877453,0.0005356173101216799,21.024151842765622
3,Size_2400_360,2400,360,Dataset2,CNN,360,0.9438,1.38,12.46,9.83,0.01802620718190412,0.00048108373775463574,22.470548296961454
3,Size_2400_360,2400,360,Dataset2,Transformer,360,1.9541,14.58,18.98,13.62,0.027767695785280086,0.0008420097736586295,37.13888102270762
3,Size_2400_360,2400,360,Dataset3,LSTM,360,1.4502,20.09,20.72,10.92,0.0980616307244673,0.01366709973749325,18.7285929500687
3,Size_2400_360,2400,360,Dataset3,GRU,360,1.4406,19.66,21.31,11.03,0.09914419440190106,0.014269328210346804,18.360877985944228
3,Size_2400_360,2400,360,Dataset3,RNN,360,1.6644,3.84,18.25,12.12,0.0704299752102218,0.007319381910106506,14.828075633730734
3,Size_2400_360,2400,360,Dataset3,CNN,360,1.3842,7.84,13.3,10.76,0.07307276393722682,0.008076078050045194,14.245235414000243
3,Size_2400_360,2400,360,Dataset3,Transformer,360,1.9145,20.22,19.1,13.62,0.24469033926201916,0.07314839133863055,44.079188675485575
3,Size_4800_720,4800,720,TimeTrack,LSTM,4800,10.1156,32.74,21.43,16.83,0.014447552084091137,0.0010190688749293735,5.669737990149435
3,Size_4800_720,4800,720,TimeTrack,GRU,4800,15.3521,33.77,24.07,17.76,0.01471800308003828,0.0008998297839532829,6.014603817686343
3,Size_4800_720,4800,720,TimeTrack,RNN,4800,3.9832,17.41,374.93,27.93,0.01662070139811027,0.0009373081299220531,7.139561643295317
3,Size_4800_720,4800,720,TimeTrack,CNN,4800,4.7769,4.86,17.45,14.24,0.015819162327334556,0.0009811254917457943,6.555144482845576
3,Size_4800_720,4800,720,TimeTrack,Transformer,4800,3.4357,26.47,27.39,19.08,0.025778509138496365,0.005106275350905094,8.086109686386365
3,Size_4800_720,4800,720,Dataset2,LSTM,720,1.5685,24.52,24.84,10.72,0.018819532318135584,0.0006336293391552465,22.01630713131553
3,Size_4800_720,4800,720,Dataset2,GRU,720,1.9836,38.03,19.01,12.06,0.021764572256738213,0.0006894476718140753,27.211407913537567
3,Size_4800_720,4800,720,Dataset2,RNN,720,1.2877,6.68,19.93,12.87,0.015882646561872965,0.00048025496272325734,19.12166836679954
3,Size_4800_720,4800,720,Dataset2,CNN,720,1.0822,8.48,14.91,11.07,0.01638138576741532,0.00044478210755508784,20.100236210552296
3,Size_4800_720,4800,720,Dataset2,Transformer,720,1.3017,21.81,22.42,12.66,0.020742977630559246,0.000622667006461059,25.931261633183528
3,Size_4800_720,4800,720,Dataset3,LSTM,720,3.7918,37.38,19.94,14.21,0.06556253596528494,0.006329562271525193,18.06528460126455
3,Size_4800_720,4800,720,Dataset3,GRU,720,2.7835,39.37,19.91,13.54,0.06542506780689898,0.006289253282195649,17.799993386228063
3,Size_4800_720,4800,720,Dataset3,RNN,720,2.2235,12.34,19.94,15.45,0.06081317554041528,0.005469913742366452,16.594828029611637
3,Size_4800_720,4800,720,Dataset3,CNN,720,1.8239,7.57,14.13,11.74,0.06208711380992604,0.005688399373382809,16.765930241776843
3,Size_4800_720,4800,720,Dataset3,Transformer,720,2.4695,25.69,22.42,15.94,0.13467798756619226,0.024490135458973435,36.696203579581
3,Size_9600_1440,9600,1440,TimeTrack,LSTM,9600,11.3405,34.43,23.23,17.19,0.009039321916926916,0.000352074503508824,4.027346882431344
3,Size_9600_1440,9600,1440,TimeTrack,GRU,9600,8.7206,40.68,25.73,17.18,0.009006680409623918,0.00033898230145413654,4.054849698910928
3,Size_9600_1440,9600,1440,TimeTrack,RNN,9600,6.7754,6.4,23.97,19.37,0.009186187301669625,0.0003323192035931355,4.17800284805348
3,Size_9600_1440,9600,1440,TimeTrack,CNN,9600,5.0057,9.75,17.43,13.95,0.00899849340025708,0.00032190116384579986,4.128588116066351
3,Size_9600_1440,9600,1440,TimeTrack,Transformer,9600,4.4664,20.91,25.71,18.37,0.0181922728079363,0.0029154152977741306,6.449940961046889
3,Size_9600_1440,9600,1440,Dataset2,LSTM,1440,2.2707,31.09,20.75,12.89,0.02507692355213343,0.0010144631591957314,31.047309084914104
3,Size_9600_1440,9600,1440,Dataset2,GRU,1440,3.0741,40.48,25.7,14.85,0.020493905285363587,0.0009828249610138219,22.35287996320832
3,Size_9600_1440,9600,1440,Dataset2,RNN,1440,1.7044,12.35,24.01,14.8,0.015473493422467375,0.000684562351875757,17.261735802207408
3,Size_9600_1440,9600,1440,Dataset2,CNN,1440,1.4472,7.99,15.76,12.04,0.013945607838280093,0.0006969020708492428,14.371865876411539
3,Size_9600_1440,9600,1440,Dataset2,Transformer,1440,1.5178,23.72,25.75,14.01,0.02055070666039406,0.0009777593344455807,22.691135029377364
3,Size_9600_1440,9600,1440,Dataset3,LSTM,1440,4.032,36.18,24.03,15.43,0.07366848656835505,0.009038437406216814,29.06822597955011
3,Size_9600_1440,9600,1440,Dataset3,GRU,1440,3.7843,36.76,24.06,15.42,0.0675153615498993,0.007987033592246912,25.027849985797634
3,Size_9600_1440,9600,1440,Dataset3,RNN,1440,2.4511,14.72,21.59,16.49,0.06698576472594747,0.007858058146001165,24.562930337609863
3,Size_9600_1440,9600,1440,Dataset3,CNN,1440,2.3175,8.97,15.78,12.65,0.07254983985814606,0.008281656136968152,29.656366860470456
3,Size_9600_1440,9600,1440,Dataset3,Transformer,1440,3.7691,23.71,24.72,18.19,0.12852988590346867,0.024504909656576243,61.84676022050392
3,Size_19200_2880,19200,2880,TimeTrack,LSTM,19200,24.6338,36.91,24.07,18.11,0.006797722887282434,0.00016381785179558515,3.3501874699230596
3,Size_19200_2880,19200,2880,TimeTrack,GRU,19200,27.1131,38.57,24.89,18.42,0.006874215549498922,0.00016572283036400185,3.3940912587995338
3,Size_19200_2880,19200,2880,TimeTrack,RNN,19200,9.5594,12.26,24.1,19.85,0.007065869886725478,0.00016755457218133634,3.527829731920631
3,Size_19200_2880,19200,2880,TimeTrack,CNN,19200,5.5,8.33,18.26,14.28,0.00683460582573233,0.00016065838413602512,3.4059722292292456
3,Size_19200_2880,19200,2880,TimeTrack,Transformer,19200,15.729,26.35,25.75,21.15,0.009304316952587589,0.00025792997667905876,4.589110048107282
3,Size_19200_2880,19200,2880,Dataset2,LSTM,2880,10.4694,3.61,24.91,16.85,0.021969398792853066,0.0013986488896016076,25.38722266851351
3,Size_19200_2880,19200,2880,Dataset2,GRU,2880,4.4623,7.86,23.27,16.03,0.02469136455073238,0.0014231272276089833,28.8523026181136
3,Size_19200_2880,19200,2880,Dataset2,RNN,2880,2.2425,0.12,25.75,16.61,0.017182231230706838,0.0012094906599340672,19.406924729113424
3,Size_19200_2880,19200,2880,Dataset2,CNN,2880,2.5343,0.11,17.33,13.22,0.014637228474918926,0.0011170776936689475,15.617227653780862
3,Size_19200_2880,19200,2880,Dataset2,Transformer,2880,2.4348,10.51,24.9,16.56,0.02586822963552951,0.0020240383666458557,29.22369078118384
3,Size_19200_2880,19200,2880,Dataset3,LSTM,2880,10.451,7.99,22.43,16.87,0.06598285522049473,0.00827506514121594,20.568264679784544
3,Size_19200_2880,19200,2880,Dataset3,GRU,2880,5.73,25.42,24.1,16.55,0.06661435714661015,0.008499891829986962,20.841140707523838
3,Size_19200_2880,19200,2880,Dataset3,RNN,2880,3.777,13.96,24.07,18.12,0.06224033595721229,0.007885998670047042,17.656880794649823
3,Size_19200_2880,19200,2880,Dataset3,CNN,2880,2.9285,7.61,16.62,13.19,0.06229848404363902,0.007448828412535018,19.605074302294863
3,Size_19200_2880,19200,2880,Dataset3,Transformer,2880,2.8983,13.79,24.1,17.42,0.12329288945689935,0.02220754930000459,44.83282124211818
3,Size_38400_5760,38400,5760,TimeTrack,LSTM,38400,41.6662,25.79,26.32,18.45,0.011487648344536593,0.0011047500453301654,5.054105377380724
3,Size_38400_5760,38400,5760,TimeTrack,GRU,38400,41.6794,35.42,24.83,18.7,0.011624623796377175,0.001085728863845356,4.981466640237617
